transaction_id,merchant_id,customer_id,product_id,timestamp,quantity,unit_price,total_amount,payment_method,status,channel
txn-0000079,m-025,cust-07563,p-0256,2025-09-18 15:38:10,1,1009.97,1009.97,SOUNDBOX_QR,REFUNDED,SOUNDBOX
txn-0000080,m-012,cust-05665,p-0121,2025-09-18 09:01:22,3,118.06,354.18,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000081,m-047,cust-06374,p-0496,2025-09-18 15:47:37,4,95.9,383.6,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000082,m-005,cust-07595,p-0045,2025-09-18 10:05:38,1,158.96,158.96,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000083,m-013,cust-05895,p-0131,2025-09-18 14:04:55,1,1041.72,1041.72,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000084,m-001,,p-0008,2025-09-18 14:57:25,4,113.18,452.72,PAYTM_WALLET,SUCCESS,POS_TERMINAL
txn-0000085,m-008,,p-0075,2025-09-18 08:24:24,1,860.33,860.33,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000086,m-030,cust-09547,p-0314,2025-09-18 14:30:32,1,376.1,376.1,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0000087,m-002,,p-0017,2025-09-18 17:27:06,1,1485.43,1485.43,PAYTM_WALLET,SUCCESS,POS_TERMINAL
txn-0000088,m-018,cust-04839,p-0169,2025-09-18 13:37:19,1,52.59,52.59,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000089,m-001,cust-00872,p-0001,2025-09-18 14:18:58,1,35.57,35.57,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000090,m-003,cust-02653,p-0029,2025-09-18 20:54:10,3,57.37,172.11,PAYTM_WALLET,SUCCESS,POS_TERMINAL
txn-0000091,m-035,cust-06311,p-0365,2025-09-18 18:59:11,1,906.97,906.97,UPI,SUCCESS,POS_TERMINAL
txn-0000092,m-031,cust-05357,p-0321,2025-09-18 16:26:37,3,43.32,129.96,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000093,m-002,cust-02468,p-0020,2025-09-18 15:49:15,1,401.92,401.92,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000094,m-001,cust-00139,p-0005,2025-09-18 12:55:14,1,37.64,37.64,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000095,m-023,,p-0235,2025-09-18 11:08:18,1,26.95,26.95,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000096,m-045,cust-07893,p-0476,2025-09-18 08:26:00,1,87.4,87.4,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000097,m-019,cust-07113,p-0190,2025-09-18 14:15:10,2,83.25,166.5,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000098,m-003,,p-0031,2025-09-18 19:38:42,1,64.31,64.31,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000099,m-021,cust-05528,p-0211,2025-09-18 19:52:45,4,107.37,429.48,PAYTM_WALLET,SUCCESS,OFFLINE_STORE
txn-0000100,m-001,,p-0007,2025-09-18 14:51:05,1,130.62,130.62,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000101,m-036,cust-05925,p-0379,2025-09-18 14:44:18,1,150.24,150.24,PAYTM_WALLET,SUCCESS,OFFLINE_STORE
txn-0000102,m-040,cust-07061,p-0411,2025-09-18 09:06:49,1,75.05,75.05,PAYTM_WALLET,SUCCESS,QR_STAND
txn-0000103,m-044,,p-0458,2025-09-18 18:01:48,4,58.37,233.48,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000104,m-027,cust-07562,p-0279,2025-09-18 15:01:28,2,225.78,451.56,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0000105,m-034,cust-08469,p-0359,2025-09-18 19:57:39,1,78.53,78.53,UPI,SUCCESS,QR_STAND
txn-0000106,m-040,cust-08346,p-0414,2025-09-18 13:12:51,1,114.61,114.61,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000107,m-034,,p-0359,2025-09-18 20:22:22,2,78.53,157.06,UPI,SUCCESS,QR_STAND
txn-0000108,m-029,cust-06573,p-0307,2025-09-18 13:41:08,3,44.48,133.44,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0000109,m-001,cust-01269,p-0002,2025-09-18 09:25:45,1,36.39,36.39,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000110,m-013,cust-05852,p-0126,2025-09-18 17:43:59,1,889.99,889.99,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0000111,m-044,cust-06816,p-0453,2025-09-18 18:05:51,4,93.6,374.4,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000112,m-001,,p-0001,2025-09-18 07:37:06,2,35.57,71.14,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000113,m-043,,p-0447,2025-09-18 14:13:11,1,269.88,269.88,PAYTM_WALLET,SUCCESS,OFFLINE_STORE
txn-0000114,m-006,,p-0055,2025-09-18 12:48:08,1,112.22,112.22,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000115,m-018,,p-0169,2025-09-18 08:40:19,1,52.59,52.59,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000116,m-001,,p-0011,2025-09-18 14:49:37,1,47.84,47.84,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000117,m-001,cust-00884,p-0011,2025-09-18 09:06:22,1,47.84,47.84,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000118,m-001,cust-01424,p-0001,2025-09-18 21:16:20,2,35.57,71.14,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000119,m-001,,p-0014,2025-09-18 18:08:55,1,142.3,142.3,PAYTM_WALLET,SUCCESS,OFFLINE_STORE
txn-0000120,m-038,cust-08308,p-0401,2025-09-18 14:40:03,1,365.65,365.65,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000121,m-015,cust-05828,p-0143,2025-09-18 10:04:59,2,50.76,101.52,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000122,m-004,cust-03584,p-0041,2025-09-18 12:30:06,1,1272.21,1272.21,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0000123,m-004,cust-03709,p-0036,2025-09-18 19:26:42,1,687.11,687.11,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000124,m-025,cust-06114,p-0260,2025-09-18 09:55:04,1,930.0,930.0,PAYTM_WALLET,SUCCESS,POS_TERMINAL
txn-0000125,m-038,,p-0403,2025-09-18 14:35:12,1,103.23,103.23,SOUNDBOX_QR,FAILED,SOUNDBOX
txn-0000126,m-024,cust-08853,p-0246,2025-09-18 17:00:47,3,384.26,1152.78,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000127,m-016,cust-05087,p-0155,2025-09-18 18:53:38,1,171.95,171.95,CASH,SUCCESS,QR_STAND
txn-0000128,m-002,,p-0022,2025-09-18 15:51:24,1,426.03,426.03,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000129,m-011,,p-0111,2025-09-18 18:43:02,1,148.79,148.79,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000130,m-001,cust-00700,p-0011,2025-09-18 16:03:38,1,47.84,47.84,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0000131,m-005,cust-04822,p-0043,2025-09-18 09:05:35,2,107.27,214.54,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000132,m-040,cust-07334,p-0412,2025-09-18 10:17:06,3,401.71,1205.13,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0000133,m-001,cust-01190,p-0002,2025-09-18 15:43:36,4,36.39,145.56,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000134,m-014,,p-0139,2025-09-18 10:27:59,1,1446.92,1446.92,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000135,m-001,cust-01383,p-0010,2025-09-18 13:31:52,1,122.62,122.62,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000136,m-001,cust-00244,p-0013,2025-09-18 17:56:21,1,89.51,89.51,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000137,m-003,cust-08838,p-0028,2025-09-18 15:04:32,1,27.64,27.64,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000138,m-001,cust-00459,p-0008,2025-09-18 10:58:07,4,113.18,452.72,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000139,m-001,cust-00734,p-0001,2025-09-18 13:56:57,1,35.57,35.57,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000140,m-001,,p-0008,2025-09-18 20:01:31,2,113.18,226.36,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0000141,m-038,,p-0404,2025-09-18 07:34:48,1,42.2,42.2,PAYTM_WALLET,SUCCESS,QR_STAND
txn-0000142,m-001,cust-00883,p-0004,2025-09-18 17:30:03,2,50.53,101.06,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000143,m-002,,p-0017,2025-09-18 21:46:18,1,1485.43,1485.43,SOUNDBOX_QR,FAILED,SOUNDBOX
txn-0000144,m-001,,p-0003,2025-09-18 21:01:48,3,55.47,166.41,UPI,SUCCESS,POS_TERMINAL
txn-0000145,m-004,cust-03686,p-0040,2025-09-18 09:51:53,1,1721.89,1721.89,UPI,SUCCESS,POS_TERMINAL
txn-0000146,m-040,cust-07753,p-0417,2025-09-18 21:52:11,1,574.12,574.12,CASH,SUCCESS,QR_STAND
txn-0000147,m-004,,p-0035,2025-09-18 12:00:47,1,781.69,781.69,UPI,SUCCESS,POS_TERMINAL
txn-0000148,m-003,cust-03265,p-0030,2025-09-18 10:33:50,1,32.96,32.96,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0000149,m-014,cust-08031,p-0140,2025-09-18 09:40:41,1,505.99,505.99,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000150,m-011,cust-09541,p-0108,2025-09-18 13:16:02,1,42.92,42.92,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000151,m-010,cust-07064,p-0091,2025-09-18 10:00:57,1,44.29,44.29,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000152,m-043,cust-06855,p-0450,2025-09-18 09:44:00,1,1103.72,1103.72,UPI,SUCCESS,OFFLINE_STORE
txn-0000153,m-022,,p-0223,2025-09-18 09:47:28,1,903.03,903.03,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000154,m-001,cust-01360,p-0014,2025-09-18 17:45:07,3,142.3,426.9,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000155,m-010,cust-07861,p-0099,2025-09-18 21:49:12,2,89.04,178.08,PAYTM_WALLET,SUCCESS,POS_TERMINAL
txn-0000156,m-004,,p-0035,2025-09-18 13:40:17,1,781.69,781.69,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0000157,m-003,,p-0034,2025-09-18 16:27:04,3,636.95,1910.85,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000158,m-017,,p-0164,2025-09-18 16:54:26,3,125.45,376.35,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000159,m-038,cust-06416,p-0404,2025-09-18 19:01:49,1,42.2,42.2,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000160,m-026,cust-09276,p-0263,2025-09-18 19:15:12,3,43.96,131.88,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000161,m-001,cust-00253,p-0007,2025-09-18 09:36:14,1,130.62,130.62,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000162,m-044,cust-07342,p-0456,2025-09-18 10:14:59,3,320.33,960.99,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000163,m-001,cust-00853,p-0007,2025-09-18 19:46:39,1,130.62,130.62,UPI,SUCCESS,POS_TERMINAL
txn-0000164,m-031,,p-0329,2025-09-18 09:25:19,2,95.73,191.46,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000165,m-022,cust-08653,p-0225,2025-09-18 08:25:37,1,4174.73,4174.73,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000166,m-023,cust-05779,p-0241,2025-09-18 11:12:46,1,585.24,585.24,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000167,m-042,,p-0440,2025-09-18 13:07:26,1,61.16,61.16,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000168,m-025,,p-0260,2025-09-18 22:43:17,1,930.0,930.0,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0000169,m-003,cust-03500,p-0027,2025-09-18 14:02:18,1,409.29,409.29,UPI,SUCCESS,POS_TERMINAL
txn-0000170,m-046,cust-05836,p-0486,2025-09-18 14:20:22,2,61.0,122.0,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000171,m-021,cust-08824,p-0221,2025-09-18 22:50:05,2,576.02,1152.04,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000172,m-002,cust-02429,p-0015,2025-09-18 14:52:44,1,377.97,377.97,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000173,m-036,cust-05987,p-0372,2025-09-18 14:45:21,4,41.96,167.84,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0000174,m-047,cust-06633,p-0494,2025-09-18 09:20:32,1,31.12,31.12,CASH,SUCCESS,OFFLINE_STORE
txn-0000175,m-001,cust-00203,p-0004,2025-09-18 15:46:00,1,50.53,50.53,PAYTM_WALLET,SUCCESS,QR_STAND
txn-0000176,m-039,,p-0406,2025-09-18 12:40:33,1,263.1,263.1,SOUNDBOX_CARD,FAILED,SOUNDBOX
txn-0000177,m-001,cust-01360,p-0010,2025-09-18 15:22:08,2,122.62,245.24,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000178,m-022,cust-09485,p-0222,2025-09-18 08:31:02,1,695.1,695.1,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0000179,m-021,cust-06555,p-0213,2025-09-18 14:55:20,1,249.81,249.81,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000180,m-004,,p-0042,2025-09-18 17:19:50,1,732.09,732.09,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000181,m-040,cust-08245,p-0411,2025-09-18 08:23:06,2,75.05,150.1,UPI,SUCCESS,OFFLINE_STORE
txn-0000182,m-011,,p-0113,2025-09-18 10:54:20,2,116.66,233.32,UPI,SUCCESS,OFFLINE_STORE
txn-0000183,m-002,cust-02172,p-0018,2025-09-18 10:18:01,1,237.28,237.28,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0000184,m-001,cust-01471,p-0001,2025-09-18 20:30:27,2,35.57,71.14,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000185,m-002,cust-01782,p-0019,2025-09-18 07:14:16,1,2972.2,2972.2,PAYTM_WALLET,SUCCESS,QR_STAND
txn-0000186,m-037,cust-07532,p-0387,2025-09-18 07:42:45,1,45.38,45.38,UPI,SUCCESS,QR_STAND
txn-0000187,m-001,cust-00521,p-0012,2025-09-18 16:04:32,1,83.22,83.22,UPI,SUCCESS,OFFLINE_STORE
txn-0000188,m-013,cust-09332,p-0128,2025-09-18 11:51:20,1,2897.77,2897.77,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000189,m-003,cust-03088,p-0026,2025-09-18 09:35:31,1,250.33,250.33,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000190,m-001,cust-00612,p-0014,2025-09-18 13:16:41,1,142.3,142.3,UPI,SUCCESS,POS_TERMINAL
txn-0000191,m-015,cust-06168,p-0148,2025-09-18 13:36:43,4,109.11,436.44,SOUNDBOX_QR,REFUNDED,SOUNDBOX
txn-0000192,m-029,cust-08593,p-0305,2025-09-18 19:00:40,2,24.87,49.74,PAYTM_WALLET,SUCCESS,OFFLINE_STORE
txn-0000193,m-002,cust-08211,p-0018,2025-09-18 16:58:20,1,237.28,237.28,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000194,m-005,,p-0047,2025-09-18 13:11:56,1,342.62,342.62,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000195,m-002,cust-07841,p-0016,2025-09-18 19:07:01,1,1040.98,1040.98,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0000196,m-005,cust-07196,p-0052,2025-09-18 18:13:01,3,209.43,628.29,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0000197,m-015,cust-05776,p-0144,2025-09-18 18:54:46,1,62.04,62.04,SOUNDBOX_QR,SUCCESS,SOUNDBOX
